ArtID;NavnDansk;LatArt
4044;mark-krageklo;Ononis spinosa ssp. maritima var. maritima
4045;;Ononis spinosa ssp. maritima var. mitis 
4046;strand-krageklo;Ononis spinosa ssp. spinosa
4047;æselfoderslægten;Onopordum
4048;æselfoder;Onopordum acanthium
4049;illyrisk æselfoder;Onopordum illyricum
4050;slangetungefamilien;Ophioglossaceae
4051;slangetungeslægten;Ophioglossum
4052;;Ophioglossum azoricum
4053;slangetunge;Ophioglossum vulgatum
4054;flueblomstslægten;Ophrys
4055;biblomst;Ophrys apifera
4056;flueblomst;Ophrys insectifera
4057;gøgeurtfamilien;Orchidaceae
4058;gøgeurtslægten III;Orchis
4059;tyndakset gøgeurt;Orchis mascula
4060;;Orchis mascula x morio
4061;;Orchis mascula x spitzelii
4062;ridder-gøgeurt;Orchis militaris
4063;;Orchis palustris
4064;stor gøgeurt;Orchis purpurea
4065;;Orchis spitzelii
4066;bakke-gøgeurt;Neotinea ustulata
4067;bjergbregneslægten;Oreopteris
4068;bjergbregne;Oreopteris limbosperma
4069;merianslægten;Origanum
4070;have-merian;Origanum majorana
4071;merian;Origanum vulgare
4072;fuglemælkslægten;Ornithogalum
4073;nikkende fuglemælk;Ornithogalum nutans
4074;pyrenæisk fuglemælk;Ornithogalum pyrenaicum
4075;kost-fuglemælk;Ornithogalum umbellatum
4076;fuglekloslægten;Ornithopus
4077;flad fugleklo;Ornithopus compressus
4078;liden fugleklo;Ornithopus perpusillus
4079;serradel;Ornithopus sativus
4080;gyvelkvælerfamilien;Orobanchaceae
4081;gyvelkvælerslægten;Orobanche
4082;;Orobanche alba
4083;;Orobanche alsatica
4084;;Orobanche caryophyllacea
4085;;Orobanche cernua
4086;stor gyvelkvæler;Orobanche elatior
4087;gul gyvelkvæler;Orobanche flava
4088;vedbend-gyvelkvæler;Orobanche hederae
4089;berberis-gyvelkvæler;Orobanche lucorum
4090;kløver-gyvelkvæler;Orobanche minor
4091;bittermælk-gyvelkvæler;Orobanche picridis
4092;røllike-gyvelkvæler;Orobanche purpurea
4093;tidsel-gyvelkvæler;Orobanche reticulata
4094;vintergrønslægten ii;Orthilia
4095;ensidig vintergrøn;Orthilia secunda
4096;;Oryzopsis
4097;kongebregnefamilien;Osmundaceae
4098;kongebregneslægten;Osmunda
4099;kongebregne;Osmunda regalis
4100;surkløverfamilien;Oxalidaceae
4101;surkløverslægten;Oxalis
4102;skovsyre;Oxalis acetosella
4103;rosenrød surkløver;Oxalis articulata 
4104;nedliggende surkløver;Oxalis corniculata
4105;stiv surkløver;Oxalis dillenii
4106;rank surkløver;Oxalis fontana
4107;;Oxalis incarnata
4108;;Oxalis latifolia
4109;afrikansk surkløver;Oxalis pes-caprae
4110;lykkekløver;Oxalis tetraphylla
4111;;Oxybaphus
4112;;Oxybaphus nyctaginea 
4113;tranebærslægten;Oxycoccus
4114;fjeldsyreslægten;Oxyria
4115;fjeldsyre;Oxyria digyna
4116;spidsbælgslægten;Oxytropis
4117;;Oxytropis campestris
4118;;Oxytropis campestris ssp. campestris
4119;;Oxytropis campestris ssp. sordida
4120;;Oxytropis deflexa
4121;;Oxytropis deflexa ssp. norvegica
4122;;Oxytropis lapponica
4123;;Oxytropis pilosa
4124;vinterglansslægten;Pachysandra
4125;vinterglans;Pachysandra terminalis
4126;pæonslægten;Paeonia
4127;silke-pæon;Paeonia lactiflora
4128;bonderose;Paeonia x festiva
4129;pæonfamilien;Paeoniaceae
4130;ginsingslægten;Panax
4131;amerikansk ginseng;Panax quinquefolius
4132;hårfin hirse;Panicum capillare
4133;gaffel-hirse;Panicum dichotomiflorum
4134;;Panicum laevifolium
4135;almindelig hirse;Panicum miliaceum
4136;sump-hirse;Panicum schinzii
4137;hirseslægten;Panicum
4138;staude-hirse;Panicum virgatum
4139;valmueslægten;Papaver
4140;kølle-valmue;Papaver argemone
4141;atlas-valmue;Papaver atlanticum
4142;;Papaver bivalve ssp. hybridum
4143;sibirisk valmue;Papaver croceum
4144;;Papaver dahlianum
4145;gærde-valmue;Papaver dubium
4146;;Papaver dubium x rhoeas
4147;;Papaver hybridum
4148;;Papaver laestadianum
4149;;Papaver lapponicum
4150;orientalsk valmue;Papaver orientale
4151;kæmpe-valmue;Papaver pseudoorientale
4152;;Papaver radicatum
4153;;Papaver radicatum coll.
4154;;Papaver radicatum ssp. avkoense
4155;;Papaver radicatum ssp. faeroense
4156;;Papaver radicatum ssp. hyperboreum
4157;;Papaver radicatum ssp. islandicum
4158;;Papaver radicatum ssp. macrostigma
4159;;Papaver radicatum ssp. oeksendalense
4160;;Papaver radicatum ssp. ovatilobum
4161;;Papaver radicatum ssp. relictum
4162;;Papaver radicatum ssp. subglobosum
4163;korn-valmue;Papaver rhoeas
4164;opium-valmue;Papaver somniferum
4165;valmuefamilien;Papaveraceae
4166;spidshaleslægten;Parapholis
4167;trådtynd spidshale;Parapholis filiformis
4168;tætblomstret spidshale;Parapholis pycnantha
4169;spidshale;Parapholis strigosa
4170;bartsieslægten;Parentucellia
4171;gul bartsie;Parentucellia viscosa
4172;springknapslægten;Parietaria
4173;nedliggende springknap;Parietaria judaica
4174;springknap;Parietaria officinalis
4175;amerikansk springknap;Parietaria pensylvanica
4176;firbladslægten;Paris
4177;firblad;Paris quadrifolia
4178;leverurtslægten;Parnassia
4179;leverurt;Parnassia palustris
4180;;Parnassia palustris ssp. obtusiflora
4181;;Parnassia palustris ssp. palustris
4182;leverurtfamilien;Parnassiaceae
4183;vildvinslægten;Parthenocissus
4184;almindelig vildvin;Parthenocissus inserta
4185;klatrevin;Parthenocissus quinquefolia
4186;;Paspalum
4187;;Paspalum distichum
4188;passionsblomstslægten;Passiflora
4189;gul passionsblomst;Passiflora edulis
4190;kæmpe-granadil;Passiflora quadrangularis
4191;passionsblomstfamilien;Passifloraceae
4192;pastinakslægten;Pastinaca
4193;pastinak;Pastinaca sativa
4194;almindelig pastinak;Pastinaca sativa ssp. sativa
4195;vild pastinak;Pastinaca sativa ssp. sylvestris
4196;;Pedaliaceae
4197;troldurtslægten;Pedicularis
4198;svalbard-troldurt;Pedicularis dasyantha
4199;brand-troldurt;Pedicularis flammea
4200;Lådden troldurt;Pedicularis hirsuta
4201;laplands-troldurt;Pedicularis lapponica
4202;oeders troldurt;Pedicularis oederi
4203;;Pedicularis palustris
4204;nordlig troldurt;Pedicularis palustris ssp. borealis
4205;høst-troldurt;Pedicularis palustris ssp. opsiantha
4206;eng-troldurt;Pedicularis palustris ssp. palustris
4207;kongescepter;Pedicularis sceptrum-carolinum
4208;mose-troldurt;Pedicularis sylvatica
4209;irsk troldurt;Pedicularis sylvatica ssp. hibernica
4210;;Pedicularis sylvatica ssp. sylvatica
4211;femtungeslægten;Pentaglottis
4212;femtunge;Pentaglottis sempervirens
4213;;Peperomia
4214;;Peperomia pellucida
4215;vandportulakslægten;Peplis
4216;avocadoslægten;Persea
4217;avocado;Persea americana
4218;pileurtslægten iii;Persicaria
4219;vand-pileurt;Persicaria amphibia
4220;tornet pileurt;Persicaria bungeana 
4221;bidende pileurt;Persicaria hydropiper
4222;;Persicaria hydropiper x lapathifolia ssp. lapathifolia
4223;;Persicaria hydropiper x minor
4224;knudet pileurt;Persicaria lapathifolia ssp. lapathifolia
4225;bleg pileurt;Persicaria lapathifolia ssp. pallida 
4226;;Persicaria maculosa ssp. hirticaulis
4227;fersken-pileurt;Persicaria maculosa ssp. maculosa
4228;liden pileurt;Persicaria minor
4229;orientalsk pileurt;Persicaria orientalis
4230;;Persicaria pensylvanica 
4231;;Persicaria viscosa 
4232;syren-pileurt;Persicaria wallichii
4233;hestehovslægten;Petasites
4234;hvid hestehov;Petasites albus
4235;vellugtende hestehov;Petasites fragrans
4236;;Petasites frigidus
4237;rød hestehov;Petasites hybridus
4238;japansk hestehov;Petasites japonicus
4239;filtet hestehov;Petasites spurius
4240;knopnellikeslægten;Petrorhagia
4241;knopnellike;Petrorhagia prolifera
4242;fjeld-knopnellike;Petrorhagia saxifraga
4243;persilleslægten;Petroselinum
4244;persille;Petroselinum crispum
4245;kruspersille;Petroselinum crispum ssp. crispum
4246;knoldpersille;Petroselinum crispum ssp. tuberosum
4247;petuniaslægten;Petunia
4248;hvid petunia;Petunia axillaris
4249;;Petunia integrifolia
4250;have-petunia;Petunia x hybrida
4251;svovlrodslægten;Peucedanum
4252;bakke-svovlrod;Peucedanum oreoselinum
4253;mesterrod;Peucedanum ostruthium
4254;kær-svovlrod;Peucedanum palustre
4255;honningurtslægten;Phacelia
4256;klokke-honningurt;Phacelia campanularia
4257;;Phacelia ciliata
4258;;Phacelia minor
4259;honningurt;Phacelia tanacetifolia
4260;rørgræsslægten;Phalaris
4261;;Phalaris angusta
4262;løgknoldet kanariegræs;Phalaris aquatica
4263;rørgræs;Phalaris arundinacea
4264;båndgræs;Phalaris arundinacea 'Picta'
4265;kortakset kanariegræs;Phalaris brachystachys
4266;almindelig kanariegræs;Phalaris canariensis
4267;violet glansfrø;Phalaris coerulescens
4268;liden glansfrø;Phalaris minor
4269;stak-glansfrø;Phalaris paradoxa
4270;afskåret kanariegræs;Phalaris truncata
4271;bønneslægten;Phaseolus
4272;;Phaseolus leiospermus
4273;;Phaseolus minimus
4274;have-bønne;Phaseolus vulgaris
4275;dunbregneslægten;Phegopteris
4276;dunbregne;Phegopteris connectilis
4277;pibevedslægten;Philadelphus
4278;vellugtende pibeved;Philadelphus coronarius
4279;snegræsslægten;Phippsia
4280;almindelig snegræs;Phippsia algida
4281;;Phippsia algida x concinna
4282;dovre-snegræs;Phippsia concinna
4283;rottehaleslægten;Phleum
4284;;Phleum alpinum
4285;sand-rottehale;Phleum arenarium
4286;;Phleum exaratum
4287;stribet rottehale;Phleum graecum
4288;sten-rottehale;Phleum paniculatum
4289;glat rottehale;Phleum phleoides
4290;;Phleum pratense
4291;eng-rottehale;Phleum pratense ssp. pratense
4292;knold-rottehale;Phleum pratense ssp. serotinum
4293;tynd rottehale;Phleum subulatum
4294;floksslægten;Phlox
4295;have-floks;Phlox hortorum
4296;daddelpalmeslægten;Phoenix
4297;ægte daddelpalme;Phoenix dactylifera
4298;tagrørslægten;Phragmites
4299;tagrør;Phragmites australis
4300;;Phragmites australis f. flavescens
4301;;Phragmites australis f. picta
4302;;Phragmites australis f. stolonifera
4303;hjortetungeslægten;Phyllitis
4304;blålyngslægten;Phyllodoce
4305;blålyng;Phyllodoce caerulea
4306;blærebægerslægten;Physalis
4307;jødekirsebær;Physalis alkekengi
4308;;Physalis angulata
4309;ananaskirsebær;Physalis peruviana
4310;tomatillo;Physalis philadelphica
4311;blærespiræaslægten;Physocarpus
4312;amerikansk blærespiræa;Physocarpus opulifolius
4313;;Physospermum
4314;;Physospermum cornubiense
4315;drejeblomstslægten;Physostegia
4316;drejeblomst;Physostegia virginiana
4317;rapunselslægten;Phyteuma
4318;blå rapunsel;Phyteuma nigrum
4319;;Phyteuma nigrum x spicatum
4320;aks-rapunsel;Phyteuma spicatum
4321;;Phyteuma spicatum ssp. caeruleum
4322;;Phyteuma spicatum ssp. spicatum
4323;kermesbærslægten;Phytolacca
4324;asiatisk kermesbær;Phytolacca acinosa
4325;kermesbærfamilien;Phytolaccaceae
4326;granslægten;Picea
4327;rød-gran;Picea abies
4328;;Picea abies f. viminalis
4329;;Picea abies f. virgata
4330;almindelig rød-gran;Picea abies ssp. abies
4331;Altai rød-gran;Picea abies ssp. obovata
4332;engelmann-gran;Picea engelmannii
4333;hvid-gran;Picea glauca
4334;;Picea glauca x sitchensis
4335;sort-gran;Picea mariana
4336;serbisk gran;Picea omorika
4337;orientalsk gran;Picea orientalis
4338;blå-gran;Picea pungens
4339;sitka-gran;Picea sitchensis
4340;lutz-gran;Picea x lutzii
4341;bittermælkslægten;Picris
4342;vingekurv;Picris echioides
4343;ru bittermælk;Picris hieracioides
4344;;Picris sprengerana 
4345;høgeurtslægten i;Pilosella
4346;pomerans-høgeurt;Pilosella aurantiaca ssp. aurantiaca
4347;eng-høgeurt;Pilosella aurantiaca ssp. dimorpha
4348;orange høgeurt;Pilosella aurantiaca x officinarum
4349;;Pilosella cymosa
4350;kvast-høgeurt;Pilosella cymosa ssp. cymosa var. cymosa
4351;blød kvast-høgeurt;Pilosella cymosa ssp. cymosa var. pubescens
4352;;Pilosella cymosa ssp. praealta
4353;enblomstret høgeurt;Pilosella dubia 
4354;gaffel-høgeurt;Pilosella flagellaris
4355;svensk høgeurt;Pilosella floribunda
4356;vold-høgeurt;Pilosella glomeratum
4357;lancetbladet høgeurt;Pilosella lactucella 
4358;;Pilosella lactucella x officinarum
4359;håret høgeurt;Pilosella officinarum
4360;;Pilosella officinarum x peleteriana
4361;klit-høgeurt;Pilosella peleteriana 
4362;pilledragerslægten;Pilularia
4363;pilledrager;Pilularia globulifera
4364;pimpinelleslægten;Pimpinella
4365;;Pimpinella anisoides
4366;ægte anis;Pimpinella anisum
4367;stor pimpinelle;Pimpinella major
4368;hårfrugtet pimpinelle;Pimpinella peregrina
4369;almindelig pimpinelle;Pimpinella saxifraga
4370;blånende pimpinelle;Pimpinella saxifraga ssp. nigra
4371;;Pimpinella saxifraga ssp. saxifraga
4372;granfamilien;Pinaceae
4373;vibefedtslægten;Pinguicula
4374;;Pinguicula alpina
4375;;Pinguicula villosa
4376;vibefedt;Pinguicula vulgaris
4377;fyrreslægten;Pinus
4378;banks fyr;Pinus banksiana
4379;cembra-fyr;Pinus cembra
4380;almindelig cembra-fyr;Pinus cembra ssp. cembra
4381;sibirisk fyr;Pinus cembra ssp. sibirica
4382;klit-fyr;Pinus contorta
4383;almindelig klit-fyr;Pinus contorta ssp. contorta var. contorta
4384;brednålet klit-fyr;Pinus contorta ssp. contorta var. latifolia 
4385;lodgepole-fyr;Pinus contorta ssp. murrayana 
4386;;Pinus griffithii
4387;bjerg-fyr;Pinus mugo
4388;alpe bjerg-fyr;Pinus mugo ssp. x rotundata
4389;fransk bjerg-fyr;Pinus mugo ssp. uncinata 
4390;almindelig bjerg-fyr;Pinus mugo var. mugo
4391;Brüggers fyr;Pinus x rhaetica
4392;sort fyr;Pinus nigra
4393;;Pinus nigra ssp. laricio
4394;;Pinus nigra ssp. nigra
4395;korsikansk fyr;Pinus nigra var. corsicana
4396;østrigsk fyr;Pinus nigra var. nigra
4397;;Pinus pallasiana
4398;;Pinus parviflora
4399;silke-fyr;Pinus peuce
4400;gul fyr;Pinus ponderosa
4401;beg-fyr;Pinus rigida
4402;weymouths-fyr;Pinus strobus
4403;skov-fyr;Pinus sylvestris
4404;nordisk skov-fyr;Pinus sylvestris ssp. lapponica
4405;;Pinus sylvestris ssp. septentrionalis
4406;peberfamilien;Piperaceae
4407;rishirseslægten;Piptatherum
4408;rishirse;Piptatherum miliaceum
4409;ærteslægten;Pisum
4410;almindelig ært;Pisum sativum
4411;mark-ært;Pisum sativum ssp. arvense
4412;have-ært;Pisum sativum ssp. sativum
4413;vejbredfamilien;Plantaginaceae
4414;vejbredslægten;Plantago
4415;afrikansk vejbred;Plantago afra
4416;grenet vejbred;Plantago arenaria
4417;;Plantago aristata
4418;bellardis vejbred;Plantago bellardii
4419;fliget vejbred;Plantago coronopus
4420;;Plantago coronopus ssp. coronopus
4421;;Plantago coronopus ssp. weldenii
4422;sydeuropæisk vejbred;Plantago lagopus
4423;lancet-vejbred;Plantago lanceolata
4424;;Plantago lanceolata ssp. altissima
4425;;Plantago lanceolata ssp. lanceolata
4426;;Plantago loeflingii
4427;spidstakket vejbred;Plantago macrorhiza
4428;glat vejbred;Plantago major
4429;ager-vejbred;Plantago major ssp. intermedia
4430;;Plantago major ssp. major
4431;eng-vejbred;Plantago major ssp. winteri
4432;strand-vejbred;Plantago maritima
4433;dunet vejbred;Plantago media
4434;;Plantago ovata
4435;;Plantago rugelii
4436;;Plantago tenuiflora
4437;strandbo;Plantago uniflora 
4438;;Plantago virginica
4439;gøgeliljeslægten;Platanthera
4440;;Platanthera bifolia
4441;bakke-gøgelilje;Platanthera bifolia ssp. bifolia
4442;langsporet gøgelilje;Platanthera bifolia ssp. latiflora
4443;;Platanthera bifolia ssp. latiflora x chlorantha
4444;;Platanthera bifolia x chlorantha
4445;skov-gøgelilje;Platanthera chlorantha
4446;;Platanthera hyperborea
4447;;Platanthera obtusata
4448;;Platanthera obtusata ssp. oligantha
4449;mølplanteslægten;Plectranthus
4450;mølplante;Plectranthus fruticosus
4451;;Pleuropogon
4452;;Pleuropogon sabinei
4453;blærefrøslægten;Pleurospermum
4454;blærefrø;Pleurospermum austriacum
4455;hindebægerfamilien;Plumbaginaceae
4456;rapgræsslægten;Poa
4457;;Poa abbreviata
4458;;Poa alpina
4459;;Poa alpina f. vivipara
4460;;Poa alpina f. vivipara x arctica
4461;;Poa alpina f. vivipara x laxa
4462;;Poa alpina f. vivipara x pratensis ssp. alpigena
4463;enårig rapgræs;Poa annua
4464;;Poa annua x supina
4465;;Poa arctica
4466;;Poa arctica ssp. arctica
4467;;Poa arctica ssp. caespitans
4468;;Poa arctica ssp. depauperata
4469;;Poa arctica ssp. elongata
4470;;Poa arctica ssp. microglumis
4471;;Poa arctica ssp. stricta
4472;;Poa arctica ssp. tromsensis
4473;løg-rapgræs;Poa bulbosa
4474;sudetisk rapgræs;Poa chaixii
4475;fladstrået rapgræs;Poa compressa
4476;;Poa compressa var. compressa
4477;langes rapgræs;Poa compressa var. langeana 
4478;;Poa glauca
4479;;Poa glauca var. conferta
4480;;Poa laxa
4481;lund-rapgræs;Poa nemoralis
4482;stortoppet rapgræs;Poa palustris
4483;eng-rapgræs, kollektiv art;Poa pratensis, s.l.
4484;;Poa pratensis ssp. alpigena
4485;smalbladet rapgræs;Poa angustifolia
4486;blågrøn rapgræs;Poa humilis
4487;;Poa pratensis ssp. irrigata var. irrigata
4488;;Poa pratensis ssp. irrigata var. nobilis
4489;eng-rapgræs, s.str.;Poa pratensis ssp. pratensis
4490;;Poa pratensis ssp. subcaerulea
4491;;Poa pratensis ssp. uberrima
4492;kæmpe-rapgræs;Poa remota
4493;lav rapgræs;Poa supina
4494;almindelig rapgræs;Poa trivialis
4495;;Poa trivialis ssp. sylvicola 
4496;;Poa trivialis ssp. trivialis
4497;græsfamilien;Poaceae
4498;floksfamilien;Polemoniaceae
4499;jakobsstigeslægten;Polemonium
4500;;Polemonium acutiflorum
4501;;Polemonium boreale
4502;jakobsstige;Polemonium caeruleum
4503;mangefrøslægten;Polycarpon
4504;firebladet mangefrø;Polycarpon tetraphyllum
4505;;Polycnemum
4506;;Polycnemum arvense
4507;mælkeurtslægten;Polygala
4508;bitter mælkeurt;Polygala amarella
4509;;Polygala comosa
4510;spæd mælkeurt;Polygala serpyllifolia
4511;almindelig mælkeurt;Polygala vulgaris
4512;;Polygala vulgaris ssp. oxyptera
4513;;Polygala vulgaris ssp. vulgaris
4514;mælkeurtfamilien;Polygalaceae
4515;syrefamilien;Polygonaceae
4516;konvalslægten;Polygonatum
4517;;Polygonatum latifolium
4518;stor konval;Polygonatum multiflorum
4519;;Polygonatum multiflorum x odoratum
4520;kantet konval;Polygonatum odoratum
4521;krans-konval;Polygonatum verticillatum
4522;pileurtslægten i;Polygonum
4523;;Polygonum achoreum
4524;;Polygonum arenarium
4525;;Polygonum arenarium ssp. pulchellum
4526;;Polygonum argyrocoleon
4527;vej-pileurt;Polygonum aviculare
4528;almindelig vej-pileurt;Polygonum aviculare ssp. aviculare
4529;liggende pileurt;Polygonum aviculare ssp. microspermum 
4530;smalbladet pileurt;Polygonum aviculare ssp. neglectum
4531;spidsbladet pileurt;Polygonum aviculare ssp. rurivagum
4532;russisk pileurt;Polygonum bellardii 
4533;;Polygonum foliosum
4534;;Polygonum lapathifolium
4535;;Polygonum minus x persicaria
4536;strand-pileurt;Polygonum oxyspermum
4537;;Polygonum paniculatum
4538;;Polygonum patulum ssp. kitaibellianum
4539;;Polygonum raii
4540;norsk pileurt;Polygonum raii ssp. norvegicum
4541;sand-pileurt;Polygonum raii ssp. raii
4542;;Polygonum salicifolium
4543;engelsødfamilien;Polypodiaceae
4544;engelsødslægten;Polypodium
4545;sydlig engelsød;Polypodium cambricum
4546;storbladet engelsød;Polypodium interjectum
4547;;Polypodium interjectum x vulgare
4548;almindelig engelsød;Polypodium vulgare
4549;skæggræsslægten;Polypogon
4550;strand-skæggræs;Polypogon maritimus
4551;skæggræs;Polypogon monspeliensis
4552;;Polypogon semiverticillatus
4553;skjoldbregneslægten;Polystichum
4554;almindelig skjoldbregne;Polystichum aculeatum
4555;;Polystichum aculeatum x lonchitis
4556;håret skjoldbregne;Polystichum braunii
4557;krumfinnet skjoldbregne;Polystichum lonchitis
4558;vandhyacintfamilien;Pontederiaceae
4559;poppelslægten;Populus
4560;sølv-poppel;Populus alba
4561;;Populus balsamifera
4562;jämtlands-poppel;Populus balsamifera var. elongata
4563;ontarisk poppel;Populus balsamifera var. gileadensis
4564;balsam-poppel;Populus balsamifera var. hortensis
4565;;Populus canadensis cv. robusta
4566;;Populus lasiocarpa
4567;laurbær-poppel;Populus laurifolia
4568;sort poppel;Populus nigra
4569;pyramide-poppel;Populus nigra ssp. nigra var. italica
4570;;Populus nigra ssp. nigra var. plantienrensis
4571;;Populus nigra var. nigra
4572;kinesisk poppel;Populus simonii
4573;bævreasp;Populus tremula
4574;;Populus tremula f. gigas
4575;;Populus tremula f. tremula
4576;;Populus tremula f. villosa
4577;hybridasp;Populus tremula x tremuloides
4578;;Populus tremuloides
4579;vestamerikansk poppel;Populus trichocarpa
4580;berliner-poppel;Populus x berolinensis
4581;canadisk poppel;Populus x canadensis
4582;;Populus x canadensis var. eugenei
4583;;Populus x canadensis var. marilandica 
4584;;Populus x canadensis var. regenerata
4585;;Populus x canadensis var. robusta
4586;landevejs-poppel;Populus x canadensis var. serotina
4587;;Populus x candicans
4588;grå-poppel;Populus x canescens
4589;portulakslægten;Portulaca
4590;portulak;Portulaca oleracea
4591;vild portulak;Portulaca oleracea ssp. oleracea
4592;have-portulak;Portulaca oleracea ssp. sativa
4593;portulakfamilien;Portulacaceae
4594;vandaksslægten ii;Potamogeton
4595;spidsbladet vandaks;Potamogeton acutifolius
4596;;Potamogeton acutifolius x berchtoldii
4597;spidsbladet x bændel-vandaks;Potamogeton acutifolius x compressus
4598;rust-vandaks;Potamogeton alpinus
4599;rust-vandaks, submers;Potamogeton alpinus f. submersus
4600;rust- x kruset vandaks;Potamogeton alpinus x crispus
4601;;Potamogeton alpinus x gramineus
4602;rust- x svømmende vandaks;Potamogeton alpinus x natans
4603;;Potamogeton alpinus x perfoliatus
4604;;Potamogeton alpinus x polygonifolius
4605;liden vandaks;Potamogeton berchtoldii
4606;;Potamogeton berchtoldii x compressus
4607;liden x brodbladet vandaks;Potamogeton berchtoldii x friesii
4608;;Potamogeton berchtoldii x obtusifolius
4609;liden x hårfin vandaks;Potamogeton berchtoldii x trichoides
4610;vejbred-vandaks;Potamogeton coloratus
4611;vejbred-vandaks, submers;Potamogeton coloratus f. submersus
4612;;Potamogeton coloratus x gramineus
4613;bændel-vandaks;Potamogeton compressus
4614;bændel- x hårfin vandaks;Potamogeton compressus x trichoides
4615;kruset vandaks;Potamogeton crispus
4616;kruset x hjertebladet vandaks;Potamogeton crispus x perfoliatus
4617;kruset x langbladet vandaks;Potamogeton crispus x praelongus
4618;tråd-vandaks;Potamogeton filiformis
4619;tråd- x børstebladet vandaks;Potamogeton filiformis x pectinatus
4620;;Potamogeton filiformis x vaginatus
4621;brodbladet vandaks;Potamogeton friesii
4622;brodbladet x butbladet vandaks;Potamogeton friesii x obtusifolius
4623;;Potamogeton friesii x panormitanus
4624;brodbladet x spinkel vandaks;Potamogeton friesii x pusillus
4625;græsbladet vandaks;Potamogeton gramineus
4626;græsbladet vandaks, submers;Potamogeton gramineus f. submersus
4627;langstilket vandaks;Potamogeton gramineus x lucens
4628;;Potamogeton gramineus x lucens x perfoliatus
4629;;Potamogeton gramineus x lucens x polygonifolius
4630;bånd-vandaks;Potamogeton gramineus x natans
4631;kortstilket vandaks;Potamogeton gramineus x perfoliatus
4632;;Potamogeton gramineus x polygonifolius
4633;;Potamogeton gramineus x praelongus
4634;glinsende vandaks;Potamogeton lucens
4635;glinsende x svømmende vandaks;Potamogeton lucens x natans
4636;glinsende x hjerteblade vandaks;Potamogeton lucens x perfoliatus
4637;glinsende x langbladet vandaks;Potamogeton lucens x praelongus
4638;svømmende vandaks;Potamogeton natans
4639;svømmende vandaks, submers;Potamogeton natans f. submersus
4640;butbladet vandaks;Potamogeton obtusifolius
4641;børstebladet vandaks;Potamogeton pectinatus
4642;;Potamogeton pectinatus var. interuptus
4643;;Potamogeton pectinatus x vaginatus
4644;hjertebladet vandaks;Potamogeton perfoliatus
4645;hjertebladet x langbladet vandaks;Potamogeton perfoliatus x praelongus
4646;aflangbladet vandaks;Potamogeton polygonifolius
4647;aflangbladet vandaks, submers;Potamogeton polygonifolius f. submersus
4648;langbladet vandaks;Potamogeton praelongus
4649;spinkel vandaks;Potamogeton pusillus
4650;spinkel x hårfin vandaks;Potamogeton pusillus x trichoides
4651;rødlig vandaks;Potamogeton rutilus
4652;hårfin vandaks;Potamogeton trichoides
4653;;Potamogeton vaginatus
4654;vandaksfamilien;Potamogetonaceae
4655;potentilslægten;Potentilla
4656;grå potentil;Potentilla acaulis ssp. arenaria
4657;Lysegul sølv-potentil;Potentilla argentea var. acutifida
4658;hvid potentil;Potentilla alba
4659;liggende potentil;Potentilla anglica
4660;;Potentilla anglica x erecta
4661;;Potentilla anglica x reptans
4662;;Potentilla anserina ssp. anserina
4663;;Potentilla anserina ssp. egedii
4664;sølv-potentil;Potentilla argentea
4665;Almindelig sølv-potentil;Potentilla argentea var. argentea
4666;;Potentilla argentea ssp. impolita
4667;;Potentilla atrosanguinea
4668;;Potentilla crantzii
4669;;Potentilla crantzii x tabernaemontani
4670;smal sølv-potentil;Potentilla argentea var. decora
4671;Liden sølv-potentil;Potentilla argentea var. demissa
4672;Fliget sølv-potentil;Potentilla argentea var. dissecta
4673;tormentil;Potentilla erecta
4674;;Potentilla erecta x reptans
4675;mat potentil;Potentilla heptaphylla
4676;;Potentilla hyparctica
4677;håret sølv-potentil;Potentilla impolita
4678;filtet potentil;Potentilla inclinata
4679;småblomstret potentil;Potentilla intermedia
4680;sølvhåret bakke-potentil;Potentilla leucopolitana
4681;kortstilket potentil;Potentilla micrantha
4682;;Potentilla multifida
4683;Høj sølv-potentil;Potentilla argentea var. incanescens
4684;;Potentilla nivea
4685;;Potentilla nivea ssp. chamissonis
4686;;Potentilla nivea ssp. nivea
4687;;Potentilla norvegica
4688;fågrenet norsk potentil;Potentilla norvegica ssp. monspeliensis
4689;ægte norsk potentil;Potentilla norvegica ssp. norvegica
4690;;Potentilla pulchella
4691;rank potentil;Potentilla recta
4692;krybende potentil;Potentilla reptans
4693;;Potentilla rubricaulis
4694;;Potentilla rupestris
4695;bakke-potentil;Potentilla sordida
4696;jordbær-potentil;Potentilla sterilis
4697;grå vår-potentil;Potentilla subarenaria
4698;;Potentilla subargentea
4699;;Potentilla supina
4700;vår-potentil;Potentilla tabernaemontani
4701;tysk potentil;Potentilla thuringiaca
4702;;Potentilla thuringiaca ssp. goldbachii
4703;;Potentilla x friedrichsenii
4704;haresalatslægten;Prenanthes
4705;haresalat;Prenanthes purpurea
4706;kodriverslægten;Primula
4707;;Primula egaliksensis
4708;fladkravet kodriver;Primula elatior
4709;;Primula elatior x veris
4710;;Primula elatior x vulgaris
4711;melet kodriver;Primula farinosa
4712;;Primula farinosa var. acaulis
4713;;Primula farinosa var. farinosa
4714;have-aurikel;Primula helenae x vulgaris
4715;;Primula nutans
4716;;Primula nutans var. jokelae
4717;;Primula scandinavica
4718;;Primula stricta
4719;hulkravet kodriver;Primula veris
